,PLAYER,FIRST_NAME,LAST_NAME,POS,YEAR,RNK,STAR,247_SCORE,COLLEGE,CITY,STATE,LAT,LNG,HIGH_SCHOOL
0,Joe McKnight,Joe,McKnight,RB,2007,1,5,0.9997,USC,New Orleans,LA,30.03280175,-89.97500545,John Curtis
1,Lionel Breaux,Lionel,Breaux,WR,2007,305,3,0.8795,Mississippi,New Orleans,LA,30.03280175,-89.97500545,McDonogh 35
2,Korey Williams,Korey,Williams,ILB,2007,519,3,0.8559,Southern Miss,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
3,Tyler Stradford,Tyler,Stradford,WR,2007,523,3,0.8559,Oklahoma,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
4,Delvin Breaux,Delvin,Breaux,CB,2007,665,3,0.8479,LSU,New Orleans,LA,30.03280175,-89.97500545,McDonogh 35
5,Jonathan English,Jonathan,English,DT,2007,675,3,0.8479,Arizona State,New Orleans,LA,30.03280175,-89.97500545,John Curtis
6,Terrence Moore,Terrence,Moore,DT,2007,704,3,0.8444,Nebraska,New Orleans,LA,30.03280175,-89.97500545,John Mcdonogh Senior
7,Alex Williams,Alex,Williams,OT,2007,710,3,0.8434,Oklahoma,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
8,Colby Arceneaux,Colby,Arceneaux,CB,2007,1409,2,0.7889,Mississippi,New Orleans,LA,30.03280175,-89.97500545,John Curtis
9,Preston Numa,Preston,Numa,DT,2007,1636,2,0.7667,Purdue,New Orleans,LA,30.03280175,-89.97500545,John Curtis
10,Jared Berry,Jared,Berry,S,2007,1777,2,0.7444,Louisiana-Monroe,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
11,Lamont Simmons,Lamont,Simmons,ILB,2007,1838,2,0.7444,Tulane,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
12,Theo Smith,Theo,Smith,ILB,2007,1930,2,0.7222,Louisiana-Monroe,New Orleans,LA,30.03280175,-89.97500545,Jesuit
13,Antoine Duplessis,Antoine,Duplessis,FB,2007,1972,2,0.7222,Tulane,New Orleans,LA,30.03280175,-89.97500545,Holy Cross
14,Andrew Nierman,Andrew,Nierman,OG,2007,2015,2,0.7222,Tulane,New Orleans,LA,30.03280175,-89.97500545,John Curtis
15,Lincston Jones,Lincston,Jones,ILB,2007,2062,2,0.7222,Louisiana-Monroe,New Orleans,LA,30.03280175,-89.97500545,John Curtis
16,Robby Green,Robby,Green,CB,2008,281,4,0.8958,Alabama,New Orleans,LA,30.03280175,-89.97500545,John Curtis
17,P.J. Smith,P.J.,Smith,S,2008,542,3,0.867,Nebraska,New Orleans,LA,30.03280175,-89.97500545,John Curtis
18,Alex Lauricella,Alex,Lauricella,CB,2008,1854,2,0.7444,Tulane,New Orleans,LA,30.03280175,-89.97500545,John Curtis
19,Derreck Dean,Derreck,Dean,DT,2008,1871,2,0.7444,Louisiana-Lafayette,New Orleans,LA,30.03280175,-89.97500545,McDonogh 35
20,Tyrone Duplessis,Tyrone,Duplessis,APB,2009,652,3,0.8639,Louisiana Tech,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
21,Kenny Cain,Kenny,Cain,RB,2009,798,3,0.8559,TCU,New Orleans,LA,30.03280175,-89.97500545,John Curtis
22,Joey Fontana,Joey,Fontana,OG,2009,820,3,0.8556,SMU,New Orleans,LA,30.03280175,-89.97500545,Brother Martin
23,Kendrick James,Kendrick,James,OLB,2009,971,3,0.8497,Louisiana Tech,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
24,Torell Miller,Torell,Miller,S,2009,990,3,0.8479,Kansas State,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
25,Deron Wilson,Deron,Wilson,CB,2009,1083,3,0.8417,Southern Miss,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
26,Payten Jason,Payten,Jason,RB,2009,1388,3,0.8212,Tulane,New Orleans,LA,30.03280175,-89.97500545,Jesuit
27,Mike Henry,Mike,Henry,SDE,2009,1392,3,0.8212,Tulane,New Orleans,LA,30.03280175,-89.97500545,John Curtis
28,Shane Delery,Shane,Delery,DT,2009,1435,3,0.8163,Tulane,New Orleans,LA,30.03280175,-89.97500545,Jesuit
29,Cornelius Lucas,Cornelius,Lucas,OT,2009,1492,3,0.8111,Kansas State,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
30,Jordan Sullen,Jordan,Sullen,ATH,2009,1744,2,0.7889,Tulane,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
31,Shakiel Smith,Shakiel,Smith,CB,2009,1753,2,0.7889,Tulane,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
32,Kyle White,Kyle,White,DT,2009,2110,2,0.7444,North Texas,New Orleans,LA,30.03280175,-89.97500545,McDonogh 35
33,Ronnie Vinson,Ronnie,Vinson,ATH,2010,216,4,0.9158,LSU,New Orleans,LA,30.03280175,-89.97500545,Isidore Newman
34,Tyrann Mathieu,Tyrann,Mathieu,CB,2010,223,4,0.9132,LSU,New Orleans,LA,30.03280175,-89.97500545,St. Augustine
35,Munchie Legaux,Munchie,Legaux,DUAL,2010,513,3,0.8733,Cincinnati,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
36,Walker Ashburn,Walker,Ashburn,SDE,2010,751,3,0.8622,Nebraska,New Orleans,LA,30.03280175,-89.97500545,John Curtis
37,Urell Johnson,Urell,Johnson,CB,2010,816,3,0.859,Texas Tech,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
38,Karl Butler,Karl,Butler,CB,2010,871,3,0.8559,Vanderbilt,New Orleans,LA,30.03280175,-89.97500545,Brother Martin
39,Harold Legania,Harold,Legania,DT,2010,1202,3,0.8448,Minnesota,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
40,Dwayne Mitchell,Dwayne,Mitchell,OLB,2010,1371,3,0.8368,Minnesota,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
41,Jonathan McKnight,Jonathan,McKnight,CB,2010,1583,3,0.8278,Arizona,New Orleans,LA,30.03280175,-89.97500545,John Curtis
42,Luke Charpentier,Luke,Charpentier,OG,2010,1624,3,0.8238,Arkansas,New Orleans,LA,30.03280175,-89.97500545,John Curtis
43,Keenan Canty,Keenan,Canty,WR,2010,1667,3,0.8194,Colorado,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
44,Marice Sutton,Marice,Sutton,S,2010,2165,2,0.7667,SMU,New Orleans,LA,30.03280175,-89.97500545,St. Augustine
45,Joseph Theard,Joseph,Theard,DT,2010,2274,2,0.7667,SMU,New Orleans,LA,30.03280175,-89.97500545,St. Augustine
46,Lawrence Cayou,Lawrence,Cayou,WDE,2010,2346,2,0.7667,Texas Tech,New Orleans,LA,30.03280175,-89.97500545,McDonogh 35
47,Maurice Sutton,Maurice,Sutton,CB,2010,2368,2,0.7667,SMU,New Orleans,LA,30.03280175,-89.97500545,St. Augustine
48,Anthony Johnson,Anthony,Johnson,DT,2011,5,5,0.9973,LSU,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
49,Odell Beckham Jr.,Odell,Beckham Jr.,WR,2011,135,4,0.9341,LSU,New Orleans,LA,30.03280175,-89.97500545,Isidore Newman
50,Trai Turner,Trai,Turner,OG,2011,355,3,0.8765,LSU,New Orleans,LA,30.03280175,-89.97500545,St. Augustine
51,Jonah Austin,Jonah,Austin,OT,2011,411,3,0.87,LSU,New Orleans,LA,30.03280175,-89.97500545,St. Augustine
52,Marc Edwards,Marc,Edwards,WR,2011,1008,3,0.8336,Tulane,New Orleans,LA,30.03280175,-89.97500545,St. Augustine
53,Dante Butler,Dante,Butler,RB,2011,1098,3,0.8296,Tulane,New Orleans,LA,30.03280175,-89.97500545,Brother Martin
54,Renaldo Thomas,Renaldo,Thomas,S,2011,1115,3,0.8281,Tulane,New Orleans,LA,30.03280175,-89.97500545,St. Augustine
55,Robert Kelley,Robert,Kelley,RB,2011,1267,3,0.8159,Tulane,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
56,Lawrence Burl,Lawrence,Burl,WDE,2011,1526,2,0.7925,Tulane,New Orleans,LA,30.03280175,-89.97500545,St. Augustine
57,Matthew Bailey,Matthew,Bailey,ILB,2011,1579,2,0.7875,Tulane,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
58,Cortez Johnson,Cortez,Johnson,S,2011,1774,2,0.7667,Arizona,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
59,Brandon LeBeau,Brandon,LeBeau,ATH,2011,2138,2,0.7444,Tulane,New Orleans,LA,30.03280175,-89.97500545,Eleanor McMain
60,Jordan Greene,Jordan,Greene,OT,2011,2299,2,0.7333,Southern Miss,New Orleans,LA,30.03280175,-89.97500545,Brother Martin
61,Kevon Foster,Kevon,Foster,WDE,2011,2381,2,0.7333,Louisiana-Lafayette,New Orleans,LA,30.03280175,-89.97500545,Warren Easton
62,Tim Johnson,Tim,Johnson,OLB,2011,2403,2,0.7333,Miami (OH),New Orleans,LA,30.03280175,-89.97500545,Edna Karr
63,Sean Thomas,Sean,Thomas,CB,2011,2571,2,0.7333,Louisiana-Lafayette,New Orleans,LA,30.03280175,-89.97500545,St. Augustine
64,Dwayne Thomas,Dwayne,Thomas,CB,2012,214,4,0.9197,LSU,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
65,Derek Edinburgh,Derek,Edinburgh,OT,2012,297,4,0.903,LSU,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
66,Deion Jones,Deion,Jones,OLB,2012,378,3,0.8899,LSU,New Orleans,LA,30.03280175,-89.97500545,Jesuit
67,Dillon Gordon,Dillon,Gordon,OT,2012,474,3,0.88,LSU,New Orleans,LA,30.03280175,-89.97500545,John Curtis
68,Julien Obioha,Julien,Obioha,SDE,2012,554,3,0.8755,Texas A&M,New Orleans,LA,30.03280175,-89.97500545,Brother Martin
69,Torrey Dale,Torrey,Dale,WDE,2012,1083,3,0.8375,Mississippi State,New Orleans,LA,30.03280175,-89.97500545,John Curtis
70,Darrian Dyson,Darrian,Dyson,DT,2012,1097,3,0.8369,Florida International,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
71,Lorenzo Doss,Lorenzo,Doss,ATH,2012,1123,3,0.8354,Tulane,New Orleans,LA,30.03280175,-89.97500545,St. Augustine
72,Jarrell Bennett,Jarrell,Bennett,WR,2012,1393,3,0.818,Arizona,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
73,Marques Cheeks,Marques,Cheeks,DT,2012,1519,3,0.8114,Florida International,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
74,Melvin Davis,Melvin,Davis,S,2012,1623,3,0.8059,N/A,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
75,Todd Jacquet,Todd,Jacquet,OT,2012,1685,3,0.8023,Tulane,New Orleans,LA,30.03280175,-89.97500545,Jesuit
76,Alex Paul,Alex,Paul,OT,2012,1755,3,0.7992,Tulane,New Orleans,LA,30.03280175,-89.97500545,Isidore Newman
77,Raymond Jackson,Raymond,Jackson,WR,2012,1828,2,0.7932,Florida International,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
78,Devin Powell,Devin,Powell,DUAL,2012,2004,2,0.7824,Tulane,New Orleans,LA,30.03280175,-89.97500545,O Perry Walker
79,Joshua Rounds,Joshua,Rounds,RB,2012,2103,2,0.775,Tulane,New Orleans,LA,30.03280175,-89.97500545,Eleanor McMain
80,Dominick Jones,Dominick,Jones,CB,2012,2208,2,0.7682,Louisiana-Lafayette,New Orleans,LA,30.03280175,-89.97500545,St. Augustine
81,Jack Mervin,Jack,Mervin,OT,2012,2481,2,0.7616,Louisiana-Monroe,New Orleans,LA,30.03280175,-89.97500545,De La Salle
82,Leonard Washington,Leonard,Washington,DT,2012,2591,2,0.7531,Florida International,New Orleans,LA,30.03280175,-89.97500545,Edna Karr
83,Kedrick Banks,Kedrick,Banks,WR,2012,2600,2,0.7531,Tulane,New Orleans,LA,30.03280175,-89.97500545,McDonogh 35
84,Marcel Andry,Marcel,Andry,DT,2012,2637,2,0.7498,N/A,New Orleans,LA,30.03280175,-89.97500545,John Curtis
85,Ralph Freibert,Ralph,Freibert,K,2012,3095,1,0.6998,Army,New Orleans,LA,30.03280175,-89.97500545,Jesuit
86,Jimmy Clausen,Jimmy,Clausen,PRO,2007,2,5,0.9988,Notre Dame,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
87,Marc Tyler,Marc,Tyler,RB,2007,7,5,0.997,USC,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
88,Michael Ebbitt,Michael,Ebbitt,SDE,2007,175,4,0.9153,Texas A&M,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
89,Anthony Gildon,Anthony,Gildon,CB,2007,216,4,0.8955,Oregon,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
90,Casey Matthews,Casey,Matthews,ILB,2007,347,3,0.8764,Oregon,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
91,Sean Wiser,Sean,Wiser,WR,2007,622,3,0.851,Stanford,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
92,Cory Yriarte,Cory,Yriarte,OG,2007,1273,3,0.8052,Boise State,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
93,Chris Owusu,Chris,Owusu,WR,2008,335,3,0.8895,Stanford,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
94,Chris Potter,Chris,Potter,ATH,2008,1029,3,0.8309,Boise State,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
95,Jordan Mannisto,Jordan,Mannisto,K,2008,1271,3,0.8111,Houston,Thousand Oaks,CA,34.17142715,-118.9105877,Westlake
96,Chris Coyle,Chris,Coyle,TE,2009,863,3,0.8542,Arizona State,Thousand Oaks,CA,34.17142715,-118.9105877,Westlake
97,John Lister,John,Lister,RB,2009,2162,2,0.7444,Hawaii,Thousand Oaks,CA,34.17142715,-118.9105877,Thousand Oaks
98,Malcolm Jones,Malcolm,Jones,RB,2010,48,4,0.9748,UCLA,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
99,Cassius Marsh,Cassius,Marsh,DT,2010,118,4,0.9441,UCLA,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
100,Eric Kohler,Eric,Kohler,OG,2010,212,4,0.9165,Washington,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
101,Nick Montana,Nick,Montana,PRO,2010,344,4,0.8906,Washington,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
102,Zac Stout,Zac,Stout,ILB,2010,416,3,0.8806,Brigham Young,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
103,Alani Fua,Alani,Fua,WDE,2010,789,3,0.8608,Brigham Young,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
104,Dillon Van der wal,Dillon,Van der wal,TE,2011,224,4,0.9036,Vanderbilt,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
105,Richard Mullaney,Richard,Mullaney,WR,2011,705,3,0.8512,Oregon State,Thousand Oaks,CA,34.17142715,-118.9105877,Thousand Oaks
106,Nelson Spruce,Nelson,Spruce,WR,2011,1049,3,0.8331,Colorado,Thousand Oaks,CA,34.17142715,-118.9105877,Westlake
107,Blair Holliday,Blair,Holliday,WR,2011,1119,3,0.8278,Duke,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
108,Nick Isham,Nick,Isham,PRO,2011,2272,2,0.7333,Louisiana Tech,Thousand Oaks,CA,34.17142715,-118.9105877,Westlake
109,Jordan Payton,Jordan,Payton,WR,2012,135,4,0.9427,UCLA,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
110,Ishmael Adams,Ishmael,Adams,CB,2012,136,4,0.9427,UCLA,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
111,Carlos Mendoza,Carlos,Mendoza,OLB,2012,916,3,0.8468,Arizona State,Thousand Oaks,CA,34.17142715,-118.9105877,Oaks Christian
112,Justin Solis,Justin,Solis,DT,2012,929,3,0.8459,Colorado,Thousand Oaks,CA,34.17142715,-118.9105877,Westlake
113,Cody Tuttle,Cody,Tuttle,WR,2012,1302,3,0.8231,Nevada,Thousand Oaks,CA,34.17142715,-118.9105877,Westlake
114,John Stuart,John,Stuart,WDE,2012,1355,3,0.82,Colorado,Thousand Oaks,CA,34.17142715,-118.9105877,Westlake
115,Eric Berry,Eric,Berry,CB,2007,3,5,0.9986,Tennessee,Fairburn,GA,33.5670562,-84.5810418,Creekside
116,Terrance Parks,Terrance,Parks,S,2008,177,4,0.922,Florida State,Fairburn,GA,33.5670562,-84.5810418,Creekside
117,Corey Redwine,Corey,Redwine,DT,2011,2040,2,0.7593,Tulane,Fairburn,GA,33.5670562,-84.5810418,Creekside
118,Joshua Holsey,Joshua,Holsey,CB,2012,157,4,0.9358,Auburn,Fairburn,GA,33.5670562,-84.5810418,Creekside
119,Davion Tookes,Davion,Tookes,CB,2012,778,3,0.8574,Virginia Tech,Fairburn,GA,33.5670562,-84.5810418,Creekside
120,Marvin Austin,Marvin,Austin,DT,2007,4,5,0.9979,North Carolina,Washington,DC,38.8949549,-77.0366456,Ballou
121,Arrelious Benn,Arrelious,Benn,WR,2007,12,5,0.9937,Illinois,Washington,DC,38.8949549,-77.0366456,Dunbar
122,Lamar Milstead,Lamar,Milstead,OT,2007,256,3,0.8875,Virginia,Washington,DC,38.8949549,-77.0366456,Coolidge
123,Tony Tucker,Tony,Tucker,WDE,2007,260,3,0.8875,Pittsburgh,Washington,DC,38.8949549,-77.0366456,St. John's College HS
124,Nathan Bussey,Nathan,Bussey,ATH,2007,646,3,0.8497,Illinois,Washington,DC,38.8949549,-77.0366456,Dunbar
125,Dwan Thornton,Dwan,Thornton,RB,2007,1128,3,0.8118,Kent State,Washington,DC,38.8949549,-77.0366456,Ballou
126,Carl Russell,Carl,Russell,SDE,2007,2182,2,0.7,Maryland,Washington,DC,38.8949549,-77.0366456,Woodson H.D.
127,Reggie Ellis,Reggie,Ellis,DT,2008,365,3,0.8844,Illinois,Washington,DC,38.8949549,-77.0366456,Dunbar
128,Cameron Johnson,Cameron,Johnson,S,2008,666,3,0.8556,Virginia,Washington,DC,38.8949549,-77.0366456,Gonzaga
129,Jharron Armstrong,Jharron,Armstrong,ATH,2008,769,3,0.8497,Kent State,Washington,DC,38.8949549,-77.0366456,Dunbar
130,Gerald Moore,Gerald,Moore,ATH,2008,970,3,0.8333,Ohio,Washington,DC,38.8949549,-77.0366456,St. John's College HS
131,A.J. Francis,A.J.,Francis,DT,2008,993,3,0.8333,Maryland,Washington,DC,38.8949549,-77.0366456,Gonzaga
132,Cedric Hammond,Cedric,Hammond,WR,2008,1157,3,0.8163,Temple,Washington,DC,38.8949549,-77.0366456,St. John's College HS
133,Ugochukwu Uzodinma,Ugochukwu,Uzodinma,WDE,2008,1678,2,0.7667,Illinois,Washington,DC,38.8949549,-77.0366456,Dunbar
134,Dion Guy,Dion,Guy,OLB,2008,1786,2,0.7667,North Carolina,Washington,DC,38.8949549,-77.0366456,Woodson H.D.
135,Johnson Bademosi,Johnson,Bademosi,CB,2008,2058,2,0.7,Stanford,Washington,DC,38.8949549,-77.0366456,Gonzaga
136,Josh Stover,Josh,Stover,OLB,2008,2141,2,0.7,Kent State,Washington,DC,38.8949549,-77.0366456,Woodson H.D.
137,Peter White,Peter,White,OG,2009,215,4,0.9108,Maryland,Washington,DC,38.8949549,-77.0366456,St. John's College HS
138,Deon Long,Deon,Long,WR,2009,241,4,0.9049,West Virginia,Washington,DC,38.8949549,-77.0366456,Dunbar
139,Darrin Drakeford,Darrin,Drakeford,OLB,2009,849,3,0.8542,Maryland,Washington,DC,38.8949549,-77.0366456,Roosevelt
140,Derrell Person,Derrell,Person,WR,2009,862,3,0.8542,New Mexico,Washington,DC,38.8949549,-77.0366456,Coolidge
141,Emmanuel Yeager,Emmanuel,Yeager,DUAL,2009,916,3,0.851,New Mexico,Washington,DC,38.8949549,-77.0366456,Coolidge
142,Joelil Thrash,Joelil,Thrash,CB,2009,1512,3,0.8111,Illinois,Washington,DC,38.8949549,-77.0366456,Woodson H.D.
143,Javon Gillespie,Javon,Gillespie,S,2009,2135,2,0.7444,Eastern Michigan,Washington,DC,38.8949549,-77.0366456,Friendship Academy
144,Javarie Johnson,Javarie,Johnson,OLB,2010,220,4,0.9148,Maryland,Washington,DC,38.8949549,-77.0366456,Dunbar
145,Nathaniel Clarke,Nathaniel,Clarke,OG,2010,279,4,0.9,Maryland,Washington,DC,38.8949549,-77.0366456,Archbishop Carroll
146,Nate Clarke,Nate,Clarke,OT,2010,636,3,0.8667,Maryland,Washington,DC,38.8949549,-77.0366456,Archbishop Carroll
147,Ricardo Young,Ricardo,Young,DUAL,2010,841,3,0.859,Virginia Tech,Washington,DC,38.8949549,-77.0366456,Woodson H.D.
148,Jeremiah Attaochu,Jeremiah,Attaochu,OLB,2010,1073,3,0.851,Georgia Tech,Washington,DC,38.8949549,-77.0366456,Archbishop Carroll
149,Don Hursey,Don,Hursey,CB,2010,1294,3,0.8417,Texas Tech,Washington,DC,38.8949549,-77.0366456,Woodson H.D.
150,Andre Monroe,Andre,Monroe,DT,2010,1322,3,0.8399,Maryland,Washington,DC,38.8949549,-77.0366456,St. John's College HS
151,Josh Ford,Josh,Ford,WR,2010,1374,3,0.8368,New Mexico,Washington,DC,38.8949549,-77.0366456,Coolidge
152,Joshua Ford,Joshua,Ford,WR,2010,1380,3,0.8356,New Mexico,Washington,DC,38.8949549,-77.0366456,Coolidge
153,Martize Barr,Martize,Barr,WR,2010,1545,3,0.8306,New Mexico,Washington,DC,38.8949549,-77.0366456,Coolidge
154,Chrishon Rose,Chrishon,Rose,DT,2010,1978,3,0.7972,East Carolina,Washington,DC,38.8949549,-77.0366456,Bishop McNamara
155,Earl Johnson,Earl,Johnson,OT,2010,2349,2,0.7667,New Mexico,Washington,DC,38.8949549,-77.0366456,Friendship Academy
156,Kevin McReynolds,Kevin,McReynolds,DT,2011,339,3,0.8786,UCLA,Washington,DC,38.8949549,-77.0366456,St. John's College HS
157,Kevin Hogan,Kevin,Hogan,PRO,2011,356,3,0.8764,Stanford,Washington,DC,38.8949549,-77.0366456,Gonzaga
158,Vance Roberts,Vance,Roberts,CB,2011,368,3,0.8752,West Virginia,Washington,DC,38.8949549,-77.0366456,Dunbar
159,Boye Aromire,Boye,Aromire,CB,2011,534,3,0.8609,Virginia Tech,Washington,DC,38.8949549,-77.0366456,Woodson H.D.
160,Jamar Lewter,Jamar,Lewter,OT,2011,594,3,0.8573,Marshall,Washington,DC,38.8949549,-77.0366456,Ballou
161,Vernard Roberts,Vernard,Roberts,APB,2011,620,3,0.8563,West Virginia,Washington,DC,38.8949549,-77.0366456,Dunbar
162,Lamonte Clark,Lamonte,Clark,DT,2011,890,3,0.8409,Kansas State,Washington,DC,38.8949549,-77.0366456,Ballou
163,Malcolm Crockett,Malcolm,Crockett,RB,2011,1078,3,0.8316,Pittsburgh,Washington,DC,38.8949549,-77.0366456,Friendship Academy
164,Darius Redman,Darius,Redman,TE,2011,1175,3,0.8226,Virginia Tech,Washington,DC,38.8949549,-77.0366456,Woodson H.D.
165,Josh Wade,Josh,Wade,DT,2011,1259,3,0.8166,N/A,Washington,DC,38.8949549,-77.0366456,McKinley Technology
166,Sherrard Harrington,Sherrard,Harrington,S,2011,1378,3,0.8071,Colorado,Washington,DC,38.8949549,-77.0366456,Woodson H.D.
167,Avery Williams,Avery,Williams,ATH,2011,1654,2,0.7799,West Virginia,Washington,DC,38.8949549,-77.0366456,Coolidge
168,Jabari Thomas,Jabari,Thomas,S,2011,2123,2,0.7482,N/A,Washington,DC,38.8949549,-77.0366456,Archbishop Carroll
169,Larenzo Fisher,Larenzo,Fisher,CB,2011,2128,2,0.7482,Ohio,Washington,DC,38.8949549,-77.0366456,Friendship Academy
170,Charles Bailey,Charles,Bailey,ILB,2011,2185,2,0.7399,N/A,Washington,DC,38.8949549,-77.0366456,Friendship Academy
171,Denzell Stanback,Denzell,Stanback,TE,2011,2617,2,0.7299,N/A,Washington,DC,38.8949549,-77.0366456,Friendship Academy
172,Eddie Goldman,Eddie,Goldman,DT,2012,10,5,0.9944,Florida State,Washington,DC,38.8949549,-77.0366456,Friendship Academy
173,Ken Crawley,Ken,Crawley,CB,2012,363,4,0.8919,Colorado,Washington,DC,38.8949549,-77.0366456,Woodson H.D.
174,Albert Reid,Albert,Reid,ATH,2012,627,3,0.8701,Maryland,Washington,DC,38.8949549,-77.0366456,Friendship Academy
175,Sean Davis,Sean,Davis,CB,2012,682,3,0.8657,Maryland,Washington,DC,38.8949549,-77.0366456,Maret School
176,Derrick Nelson,Derrick,Nelson,OT,2012,1321,3,0.8221,Rutgers,Washington,DC,38.8949549,-77.0366456,Archbishop Carroll
177,De'Jon Wilson,De'Jon,Wilson,SDE,2012,1348,3,0.8206,Colorado,Washington,DC,38.8949549,-77.0366456,Woodson H.D.
178,Elijah Norris,Elijah,Norris,TE,2012,1472,3,0.8134,Connecticut,Washington,DC,38.8949549,-77.0366456,Archbishop Carroll
179,Benjamin ONett,Benjamin,ONett,PRO,2012,1967,2,0.7839,Monmouth,Washington,DC,38.8949549,-77.0366456,St. John's College HS
180,Isaiah Hayes,Isaiah,Hayes,WR,2012,2307,2,0.7667,N/A,Washington,DC,38.8949549,-77.0366456,Friendship Academy
181,Jarid Brown,Jarid,Brown,ATH,2012,2557,2,0.7581,Ohio,Washington,DC,38.8949549,-77.0366456,Archbishop Carroll
182,Dayon Pratt,Dayon,Pratt,ATH,2012,2585,2,0.7531,East Carolina,Washington,DC,38.8949549,-77.0366456,Coolidge
183,John Walker,John,Walker,CB,2012,2851,2,0.7333,Colorado,Washington,DC,38.8949549,-77.0366456,Woodson H.D.
184,Ryan Mallett,Ryan,Mallett,PRO,2007,5,5,0.9978,Michigan,Texarkana,TX,33.425125,-94.0476882,Texas High
185,Joseph Anderson,Joseph,Anderson,WR,2007,1191,3,0.8111,Louisiana Tech,Texarkana,TX,33.425125,-94.0476882,Texas High
186,Brandon Tolbert,Brandon,Tolbert,OLB,2007,2042,2,0.7222,Rice,Texarkana,TX,33.425125,-94.0476882,Texas High
187,LaMike James,LaMike,James,RB,2008,464,3,0.8736,Oregon,Texarkana,TX,33.425125,-94.0476882,Liberty-Eylau
188,Cobi Hamilton,Cobi,Hamilton,WR,2009,463,3,0.8764,Arkansas,Texarkana,TX,33.425125,-94.0476882,Texas High
189,Jacoby Thomas,Jacoby,Thomas,WDE,2009,891,3,0.8528,Kansas,Texarkana,TX,33.425125,-94.0476882,Texas High
190,C.J. Broades,C.J.,Broades,S,2009,1949,2,0.7667,Louisiana Tech,Texarkana,TX,33.425125,-94.0476882,Pleasant Grove
191,Nathan Sorenson,Nathan,Sorenson,DUAL,2010,682,3,0.8653,Oklahoma State,Texarkana,TX,33.425125,-94.0476882,Texas High
192,Marqueston Huff,Marqueston,Huff,CB,2010,1223,3,0.8448,Wyoming,Texarkana,TX,33.425125,-94.0476882,Liberty-Eylau
193,Antonio Graves,Antonio,Graves,ATH,2010,1441,3,0.8333,TCU,Texarkana,TX,33.425125,-94.0476882,Pleasant Grove
194,Malcolm Edmond,Malcolm,Edmond,SDE,2010,2433,2,0.7333,Louisiana-Monroe,Texarkana,TX,33.425125,-94.0476882,Liberty-Eylau
195,Tra Carson,Tra,Carson,RB,2011,340,3,0.8786,Oregon,Texarkana,TX,33.425125,-94.0476882,Liberty-Eylau
196,Kody Sutton,Kody,Sutton,RB,2011,2309,2,0.7333,Wyoming,Texarkana,TX,33.425125,-94.0476882,Texas High
