,PLAYER,FIRST_NAME,LAST_NAME,POS,YEAR,RNK,STAR,247_SCORE,COLLEGE,CITY,STATE,LAT,LNG,HIGH_SCHOOL
10210,Devon Porchia,Devon,Porchia,OLB,2012,914,3,0.8471,Pittsburgh,Baltimore,MD,39.2908816,-76.610759,Gilman
10211,Ernest Hawkins,Ernest,Hawkins,ILB,2012,1291,3,0.8238,UTEP,Baltimore,MD,39.2908816,-76.610759,Dunbar
10212,Donovan Riley,Donovan,Riley,S,2012,1351,3,0.8205,Virginia Tech,Baltimore,MD,39.2908816,-76.610759,Baltimore Polytechnic Institute
10213,Sunny Odogwu,Sunny,Odogwu,OT,2012,1453,3,0.8147,N/A,Baltimore,MD,39.2908816,-76.610759,St. Frances Academy
10214,Samuel Benjamin,Samuel,Benjamin,WR,2012,1592,3,0.8075,Temple,Baltimore,MD,39.2908816,-76.610759,Mount Saint Joseph
10215,Lavar Highsmith,Lavar,Highsmith,ILB,2012,2228,2,0.7679,N/A,Baltimore,MD,39.2908816,-76.610759,Dunbar
10216,Daquan Smith,Daquan,Smith,S,2012,2364,2,0.7667,N/A,Baltimore,MD,39.2908816,-76.610759,Baltimore City College
10217,Terrence Williams,Terrence,Williams,CB,2012,2698,2,0.7431,UTEP,Baltimore,MD,39.2908816,-76.610759,Dunbar
10218,Avery Williams,Avery,Williams,ATH,2012,2726,2,0.7431,Temple,Baltimore,MD,39.2908816,-76.610759,Archbishop Curley
10219,Wallace Jennings,Wallace,Jennings,OG,2007,1984,2,0.7222,New Mexico State,Pago Pago,AS,-14.2754786,-170.7048298,Leone
10220,Eddie Tautolo,Eddie,Tautolo,OT,2007,2129,2,0.7222,New Mexico State,Pago Pago,AS,-14.2754786,-170.7048298,Samoana
10221,Boyblue Aoelua,Boyblue,Aoelua,ILB,2007,2174,2,0.7222,New Mexico State,Pago Pago,AS,-14.2754786,-170.7048298,Faga'itua
10222,Beck Coulter,Beck,Coulter,ILB,2009,1258,3,0.8333,SMU,Pago Pago,AS,-14.2754786,-170.7048298,Samoana
10223,Joey Iosefa,Joey,Iosefa,ATH,2009,1975,2,0.7667,Hawaii,Pago Pago,AS,-14.2754786,-170.7048298,Faga'itua
10224,David Katina,David,Katina,SDE,2010,1822,3,0.8111,Hawaii,Pago Pago,AS,-14.2754786,-170.7048298,Fa'asao Marist
10225,Destiny Vaeao,Destiny,Vaeao,SDE,2012,2308,2,0.7667,Washington State,Pago Pago,AS,-14.2754786,-170.7048298,Tafuna
10226,Robert Barber,Robert,Barber,DT,2012,2339,2,0.7667,Washington State,Pago Pago,AS,-14.2754786,-170.7048298,Faga'itua
10227,Lee Pethan,Lee,Pethan,OG,2007,1989,2,0.7222,Western Michigan,Hilbert,WI,44.140268,-88.1639908,Hilbert
10228,Patrick Daugherty,Patrick,Daugherty,OG,2007,1993,2,0.7222,Air Force,Forney,TX,32.747893,-96.4719289,Forney
10229,Rishaad Wimbley,Rishaad,Wimbley,DT,2011,1772,2,0.7667,SMU,Forney,TX,32.747893,-96.4719289,Forney
10230,Grant Shaw,Grant,Shaw,OT,2011,2404,2,0.7333,North Texas,Forney,TX,32.747893,-96.4719289,Forney
10231,Stephen Buckley,Stephen,Buckley,ATH,2012,1864,2,0.7909,Northwestern,Forney,TX,32.747893,-96.4719289,Forney
10232,Josh Biezuns,Josh,Biezuns,ILB,2007,1996,2,0.7222,Wyoming,Prior Lake,MN,44.7133271,-93.4226873,Prior Lake
10233,Karmichael Dunbar,Karmichael,Dunbar,DT,2012,2440,2,0.7632,Louisiana-Lafayette,Prior Lake,MN,44.7133271,-93.4226873,Prior Lake
10234,Ian McGarvey,Ian,McGarvey,K,2007,1998,2,0.7222,Ball State,Greenwood,IN,39.6136578,-86.1066526,Center Grove
10235,Jordan Luallen,Jordan,Luallen,DUAL,2009,364,3,0.8863,Georgia Tech,Greenwood,IN,39.6136578,-86.1066526,Center Grove
10236,Luke Swift,Luke,Swift,WR,2009,1742,2,0.7889,Miami (OH),Greenwood,IN,39.6136578,-86.1066526,Center Grove
10237,Garrett Mack,Garrett,Mack,TE,2010,1980,2,0.7958,Ball State,Greenwood,IN,39.6136578,-86.1066526,Center Grove
10238,Joel Hale,Joel,Hale,DT,2011,363,3,0.8756,Ohio State,Greenwood,IN,39.6136578,-86.1066526,Center Grove
10239,Nick Stoner,Nick,Stoner,CB,2011,1081,3,0.8316,Indiana,Greenwood,IN,39.6136578,-86.1066526,Center Grove
10240,Andrew Gudeman,Andrew,Gudeman,TE,2011,2029,2,0.7632,Miami (OH),Greenwood,IN,39.6136578,-86.1066526,Center Grove
10241,Brian Sweeney,Brian,Sweeney,PRO,2007,2004,2,0.7222,Ohio,Beaver Falls,PA,40.75,-80.338,Blackhawk
10242,Jake Delmonico,Jake,Delmonico,S,2009,2175,2,0.7222,Akron,Beaver Falls,PA,40.75,-80.338,Blackhawk
10243,BJ McBryde,BJ,McBryde,SDE,2010,2207,2,0.7667,Connecticut,Beaver Falls,PA,40.75,-80.338,Beaver Falls
10244,Devin Cook,Devin,Cook,TE,2011,1564,2,0.7889,Pittsburgh,Beaver Falls,PA,40.75,-80.338,Beaver Falls
10245,Dustin Pringle,Dustin,Pringle,OG,2011,1696,2,0.7741,Western Michigan,Beaver Falls,PA,40.75,-80.338,Blackhawk
10246,Mike Petrucci,Mike,Petrucci,OLB,2007,2006,2,0.7222,Central Michigan,Highland,MI,44.1455678,-85.2664329,Milford
10247,Joel Foreman,Joel,Foreman,OG,2008,1393,2,0.7889,Michigan State,Highland,MI,44.1455678,-85.2664329,Milford
10248,Jeremy Stafford,Jeremy,Stafford,ATH,2007,2007,2,0.7222,Louisiana-Monroe,Clarksville,TX,33.6106648,-95.052722,Clarksville
10249,Tre Rosser,Tre,Rosser,ATH,2012,1553,3,0.8099,UTSA,Clarksville,TX,33.6106648,-95.052722,Clarksville
10250,Jarrian Roberts,Jarrian,Roberts,ILB,2012,1907,2,0.7891,North Texas,Clarksville,TX,33.6106648,-95.052722,Clarksville
10251,Max Bergen,Max,Bergen,ILB,2007,2008,2,0.7222,Stanford,East Stroudsburg,PA,40.9995386,-75.1812913,E Stroudsburg Christian Academy
10252,Sam Bergen,Sam,Bergen,ILB,2010,1941,3,0.8021,Rutgers,East Stroudsburg,PA,40.9995386,-75.1812913,South
10253,Kyshoen Jarrett,Kyshoen,Jarrett,CB,2011,175,4,0.9197,Virginia Tech,East Stroudsburg,PA,40.9995386,-75.1812913,South
10254,Justin Wilkerson,Justin,Wilkerson,ILB,2007,2009,2,0.7222,Duke,Oxford,NC,36.3107004,-78.5908345,J F Webb
10255,Phillip Gapelu,Phillip,Gapelu,OG,2007,2011,2,0.7222,Utah State,Lynwood,CA,33.9303225,-118.2114933,Lynwood
10256,Vachel Samuels,Vachel,Samuels,CB,2009,645,3,0.8639,California,Lynwood,CA,33.9303225,-118.2114933,Lynwood
10257,Diamonte Wiggins,Diamonte,Wiggins,S,2012,2214,2,0.7682,N/A,Lynwood,CA,33.9303225,-118.2114933,Lynwood
10258,Cedric Reeves,Cedric,Reeves,DT,2007,2014,2,0.7222,Utah State,Granada Hills,CA,34.2962795,-118.5058986,John F. Kennedy
10259,Maxwell Smith,Maxwell,Smith,PRO,2011,1010,3,0.8333,Kentucky,Granada Hills,CA,34.2962795,-118.5058986,Birmingham
10260,James-Michael Johnson,James-Michael,Johnson,OLB,2007,2016,2,0.7222,Nevada,Fairfield,CA,38.2493581,-122.0399663,Angelo Rodriguez
10261,Deone Bucannon,Deone,Bucannon,S,2010,526,3,0.8733,Washington State,Fairfield,CA,38.2493581,-122.0399663,Vanden
10262,Anthony Riggins,Anthony,Riggins,CB,2010,1815,3,0.8111,Fresno State,Fairfield,CA,38.2493581,-122.0399663,Angelo Rodriguez
10263,Tra'Mayne Bondurant,Tra'Mayne,Bondurant,ATH,2011,1603,2,0.7858,Arizona,Fairfield,CA,38.2493581,-122.0399663,Fairfield
10264,David Bucannon,David,Bucannon,S,2012,1350,3,0.8206,Washington State,Fairfield,CA,38.2493581,-122.0399663,Vanden
10265,Stanley Morrison,Stanley,Morrison,WR,2007,2018,2,0.7222,Utah State,Denison,TX,33.7062075,-96.58445317,Denison
10266,D.J. Jones,D.J.,Jones,RB,2010,341,4,0.8906,Texas A&M,Denison,TX,33.7062075,-96.58445317,Denison
10267,Jimmay Mundine,Jimmay,Mundine,TE,2010,1090,3,0.8497,Kansas,Denison,TX,33.7062075,-96.58445317,Denison
10268,JaQwaylin Arps,JaQwaylin,Arps,WDE,2010,1215,3,0.8448,Kansas,Denison,TX,33.7062075,-96.58445317,Denison
10269,Jordan Taylor,Jordan,Taylor,DUAL,2010,1558,3,0.8306,Rice,Denison,TX,33.7062075,-96.58445317,Denison
10270,Sean Dailey,Sean,Dailey,SDE,2007,2019,2,0.7222,UAB,Trussville,AL,33.6196266,-86.6084342,Hewitt-Trussville
10271,John Youngblood,John,Youngblood,TE,2012,2161,2,0.7724,Mississippi,Trussville,AL,33.6196266,-86.6084342,Hewitt-Trussville
10272,Nick Torresso,Nick,Torresso,DT,2007,2023,2,0.7222,Bowling Green,Schaumburg,IL,42.0333608,-88.083406,Schaumburg
10273,Mark Iannotti,Mark,Iannotti,PRO,2011,2242,2,0.7333,Eastern Michigan,Schaumburg,IL,42.0333608,-88.083406,Schaumburg
10274,Anthony Montgomery,Anthony,Montgomery,SDE,2007,2032,2,0.7222,Louisiana-Monroe,Adamsville,AL,33.6009389,-86.9561059,Minor
10275,Mario Wright,Mario,Wright,WR,2007,2095,2,0.7222,UAB,Adamsville,AL,33.6009389,-86.9561059,Minor
10276,Dezman Ivory,Dezman,Ivory,APB,2009,2287,2,0.7,Troy,Adamsville,AL,33.6009389,-86.9561059,Minor
10277,Mark Beard,Mark,Beard,OT,2010,925,3,0.8556,Troy,Adamsville,AL,33.6009389,-86.9561059,Minor
10278,Raiques Crump,Raiques,Crump,OLB,2010,2054,2,0.7889,Tennessee,Adamsville,AL,33.6009389,-86.9561059,Minor
10279,Christion Jones,Christion,Jones,CB,2011,347,3,0.8777,Alabama,Adamsville,AL,33.6009389,-86.9561059,Minor
10280,Robert Linda,Robert,Linda,ATH,2007,2037,2,0.7222,UNLV,Burbank,CA,34.1816482,-118.3258554,Burbank
10281,Sebastian Valenzuela,Sebastian,Valenzuela,OG,2009,999,3,0.8479,Washington State,Burbank,CA,34.1816482,-118.3258554,Burbank
10282,T.J. Poloai,T.J.,Poloai,DT,2011,1260,3,0.8162,Washington State,Burbank,CA,34.1816482,-118.3258554,Burbank
10283,Kyle Cox,Kyle,Cox,SDE,2007,2040,2,0.7222,Louisiana-Lafayette,Baytown,TX,29.7355047,-94.9774274,Barbers Hill
10284,Josh Jones,Josh,Jones,PRO,2008,1939,2,0.7444,Army,Baytown,TX,29.7355047,-94.9774274,Lee
10285,Thomas Bates,Thomas,Bates,CB,2009,1314,3,0.8288,Houston,Baytown,TX,29.7355047,-94.9774274,Lee
10286,Tim Smith,Tim,Smith,OG,2010,1467,3,0.8333,Baylor,Baytown,TX,29.7355047,-94.9774274,Lee
10287,Xavier Ruben,Xavier,Ruben,DT,2010,1510,3,0.8333,Baylor,Baytown,TX,29.7355047,-94.9774274,Lee
10288,Chance Nelson,Chance,Nelson,WR,2011,2578,2,0.7333,Texas A&M,Baytown,TX,29.7355047,-94.9774274,Sterling
10289,Jaevon Richardson,Jaevon,Richardson,WR,2012,633,3,0.8697,N/A,Baytown,TX,29.7355047,-94.9774274,Lee
10290,Dervon Wallace,Dervon,Wallace,CB,2007,2045,2,0.7222,Western Michigan,Stone Mountain,GA,33.8062166,-84.1457505,Stone Mountain
10291,Ahmed Shakoor,Ahmed,Shakoor,CB,2008,556,3,0.8653,Marshall,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10292,Charles Reeves,Charles,Reeves,WR,2008,1015,3,0.8333,Troy,Stone Mountain,GA,33.8062166,-84.1457505,Stone Mountain
10293,Cory McCutchen,Cory,McCutchen,WR,2008,1243,3,0.8111,Marshall,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10294,Robert Nelson,Robert,Nelson,OLB,2009,425,3,0.8795,Tennessee,Stone Mountain,GA,33.8062166,-84.1457505,Stone Mountain
10295,Nigel Mitchell-Thornton,Nigel,Mitchell-Thornton,OLB,2009,585,3,0.8684,Tennessee,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10296,Richard Drake,Richard,Drake,WR,2009,1238,3,0.8333,Middle Tennessee State,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10297,Mike Thornton,Mike,Thornton,DT,2010,214,4,0.9161,Georgia,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10298,Kenneth Ladler,Kenneth,Ladler,S,2010,467,3,0.8764,Vanderbilt,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10299,Raymond Sanders,Raymond,Sanders,RB,2010,581,3,0.8701,Kentucky,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10300,Tyrone Cornelius,Tyrone,Cornelius,OLB,2010,695,3,0.8641,Miami,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10301,Jabari Johnson,Jabari,Johnson,OLB,2010,1062,3,0.851,Kentucky,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10302,Ronnie Shields,Ronnie,Shields,ATH,2010,1585,3,0.8274,Kentucky,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10303,Malcolm Strong,Malcolm,Strong,SDE,2010,1830,3,0.8111,Marshall,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10304,Chris Sharpe,Chris,Sharpe,CB,2010,2150,2,0.7667,Middle Tennessee State,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10305,Kadetrix Marcus,Kadetrix,Marcus,S,2011,454,3,0.8662,N/A,Stone Mountain,GA,33.8062166,-84.1457505,Hillgrove
10306,Kadetrix Marcus,Kadetrix,Marcus,S,2011,789,3,0.8466,South Carolina,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10307,Tarik Cook,Tarik,Cook,OC,2011,889,3,0.8409,UCF,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10308,Jared Boyd,Jared,Boyd,CB,2011,987,3,0.8352,Duke,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10309,Regis Ball,Regis,Ball,OLB,2011,1598,2,0.7859,Memphis,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10310,Preston Smith,Preston,Smith,WDE,2011,1668,2,0.7782,Mississippi State,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10311,Willie Davis,Willie,Davis,RB,2011,1794,2,0.7667,USF,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10312,Jordan Mincy,Jordan,Mincy,ILB,2011,2000,2,0.7667,N/A,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10313,Jordan Tarver,Jordan,Tarver,ATH,2011,2374,2,0.7333,Kent State,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10314,Colin Anderson,Colin,Anderson,K,2011,2430,2,0.7333,UAB,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10315,David Stevenson,David,Stevenson,CB,2011,2502,2,0.7333,Connecticut,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10316,Mike Davis,Mike,Davis,RB,2012,47,4,0.9772,South Carolina,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10317,Ukeme Eligwe,Ukeme,Eligwe,OLB,2012,68,4,0.9683,Florida State,Stone Mountain,GA,33.8062166,-84.1457505,Stone Mountain
10318,Raphael Kirby,Raphael,Kirby,ILB,2012,146,4,0.9397,Miami,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10319,Jarontay Jones,Jarontay,Jones,WDE,2012,305,4,0.9008,Virginia Tech,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10320,Jafar Mann,Jafar,Mann,DT,2012,419,3,0.8848,Florida,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10321,Kyle Fleetwood,Kyle,Fleetwood,S,2012,597,3,0.8717,South Carolina,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10322,Darreon Herring,Darreon,Herring,OLB,2012,770,3,0.858,Vanderbilt,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10323,Carlos Hood,Carlos,Hood,DT,2012,862,3,0.8509,South Carolina,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10324,DeMarcus Sweat,DeMarcus,Sweat,WR,2012,980,3,0.8428,Kentucky,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10325,Josh Parris,Josh,Parris,TE,2012,1182,3,0.8322,Syracuse,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10326,Shawn Blaylock,Shawn,Blaylock,WR,2012,1232,3,0.8288,Kentucky,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10327,Steve McKenzie,Steve,McKenzie,OG,2012,1381,3,0.8186,South Alabama,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10328,T.J. Moon,T.J.,Moon,RB,2012,1714,3,0.8008,N/A,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10329,Nick Gibbons,Nick,Gibbons,OT,2012,1994,2,0.7831,Ohio,Stone Mountain,GA,33.8062166,-84.1457505,Stephenson
10330,Micah Anderson,Micah,Anderson,OG,2012,2173,2,0.7703,N/A,Stone Mountain,GA,33.8062166,-84.1457505,Stone Mountain
10331,Theron Kadri,Theron,Kadri,SDE,2007,2047,2,0.7222,Vanderbilt,Brighton,TN,35.0800851,-86.4391585,Brighton
10332,Nick Bonturi,Nick,Bonturi,TE,2007,2055,2,0.7222,Air Force,Damascus,MD,39.2884381,-77.2038717,Damascus
10333,Brian Lucas,Brian,Lucas,RB,2010,2080,2,0.7889,Army,Damascus,MD,39.2884381,-77.2038717,Damascus
10334,Brandon Phelps,Brandon,Phelps,S,2011,167,4,0.9234,Virginia,Damascus,MD,39.2884381,-77.2038717,Damascus
10335,Fonomanu Sekona,Fonomanu,Sekona,ATH,2007,2056,2,0.7222,Idaho,Lawndale,CA,33.88711,-118.3531481,Leuzinger
10336,Uona Kaveinga,Uona,Kaveinga,ILB,2008,89,4,0.9584,USC,Lawndale,CA,33.88711,-118.3531481,Leuzinger
10337,Otis Jones,Otis,Jones,DT,2008,1056,3,0.8292,Arizona State,Lawndale,CA,33.88711,-118.3531481,Leuzinger
10338,Mark Rodgers,Mark,Rodgers,APB,2008,1785,2,0.7667,West Virginia,Lawndale,CA,33.88711,-118.3531481,Leuzinger
10339,Dijon Washington,Dijon,Washington,S,2009,324,4,0.8906,Nebraska,Lawndale,CA,33.88711,-118.3531481,Leuzinger
10340,Boone Thorgesen,Boone,Thorgesen,DUAL,2007,2057,2,0.7222,Northern Illinois,Maple Park,IL,41.9075282,-88.5992494,Kaneland Senior
10341,Blake Serpa,Blake,Serpa,TE,2011,2281,2,0.7333,Central Michigan,Maple Park,IL,41.9075282,-88.5992494,Kaneland Senior
10342,Zach Benke,Zach,Benke,OLB,2007,2059,2,0.7222,Central Michigan,Stevensville,MI,42.0144871,-86.5194654,Lakeshore
10343,Dylan Brooks,Dylan,Brooks,TE,2011,2208,2,0.7333,Eastern Michigan,Stevensville,MI,42.0144871,-86.5194654,Lakeshore
10344,Chase Morris,Chase,Morris,OG,2007,2061,2,0.7222,Kent State,Raleigh,NC,35.7803977,-78.6390989,Wakefield
10345,Demetrius Hartsfield,Demetrius,Hartsfield,ILB,2008,565,3,0.8653,Maryland,Raleigh,NC,35.7803977,-78.6390989,Southeast Raleigh
10346,T.J. Graham,T.J.,Graham,WR,2008,834,3,0.8431,N.C. State,Raleigh,NC,35.7803977,-78.6390989,Wakefield
10347,Zach Greene,Zach,Greene,ATH,2009,1416,3,0.8181,Duke,Raleigh,NC,35.7803977,-78.6390989,Leesville Road
10348,Matt Milner,Matt,Milner,SDE,2009,1570,3,0.8097,East Carolina,Raleigh,NC,35.7803977,-78.6390989,Cardinal Gibbons
10349,Kevin Rojas,Kevin,Rojas,OLB,2009,2174,2,0.7222,Duke,Raleigh,NC,35.7803977,-78.6390989,Wakefield
10350,Perry Simmons,Perry,Simmons,OT,2009,2197,2,0.7222,Duke,Raleigh,NC,35.7803977,-78.6390989,Sanderson
10351,Kendall Moore,Kendall,Moore,OLB,2010,384,3,0.8844,Notre Dame,Raleigh,NC,35.7803977,-78.6390989,Southeast Raleigh
10352,Matt James,Matt,James,WR,2010,761,3,0.8622,Wake Forest,Raleigh,NC,35.7803977,-78.6390989,Sanderson
10353,Colin Summers,Colin,Summers,OG,2010,1156,3,0.8479,Wake Forest,Raleigh,NC,35.7803977,-78.6390989,Broughton
10354,Peter Singer,Peter,Singer,S,2010,2107,2,0.787,N.C. State,Raleigh,NC,35.7803977,-78.6390989,Athens Drive
10355,Pete Singer,Pete,Singer,S,2010,2108,2,0.787,N.C. State,Raleigh,NC,35.7803977,-78.6390989,Athens Drive
10356,Brandon Pittman,Brandon,Pittman,OLB,2011,964,3,0.8366,N.C. State,Raleigh,NC,35.7803977,-78.6390989,Leesville Road
10357,Juston Burris,Juston,Burris,ATH,2011,1374,3,0.8073,N.C. State,Raleigh,NC,35.7803977,-78.6390989,Broughton
10358,Niklas Sade,Niklas,Sade,K,2011,1454,3,0.8015,N.C. State,Raleigh,NC,35.7803977,-78.6390989,Wakefield
10359,Keith Marshall,Keith,Marshall,APB,2012,13,5,0.9919,Georgia,Raleigh,NC,35.7803977,-78.6390989,Millbrook
10360,Chris Mangus,Chris,Mangus,RB,2012,537,3,0.8764,Virginia Tech,Raleigh,NC,35.7803977,-78.6390989,Broughton
10361,Desmond Owino,Desmond,Owino,SDE,2012,1144,3,0.8336,N.C. State,Raleigh,NC,35.7803977,-78.6390989,Sanderson
10362,Drew Davis,Drew,Davis,OLB,2012,1582,3,0.8084,N.C. State,Raleigh,NC,35.7803977,-78.6390989,Broughton
10363,Kiamni Washington,Kiamni,Washington,ILB,2007,2064,2,0.7222,Louisiana Tech,Gray,LA,40.6567302,-78.2539025,H. L. Bourgeois
10364,Damien Jacobs,Damien,Jacobs,DT,2010,744,3,0.8622,Florida State,Gray,LA,40.6567302,-78.2539025,H. L. Bourgeois
10365,Jon Jack,Jon,Jack,OT,2007,2073,2,0.7222,Western Michigan,Chicago Heights,IL,41.5062834,-87.6357079,Marian Catholic
10366,Dennis Kelly,Dennis,Kelly,OT,2008,1665,2,0.7667,Purdue,Chicago Heights,IL,41.5062834,-87.6357079,Marian Catholic
10367,Joshua Forney,Joshua,Forney,SDE,2009,1669,3,0.7972,Florida International,Chicago Heights,IL,41.5062834,-87.6357079,Marian Catholic
10368,Matt Murphy,Matt,Murphy,OG,2007,2078,2,0.7222,UNLV,Lake Forest,CA,33.6469261,-117.6859213,El Toro
10369,Vince D'Amato,Vince,D'Amato,K,2009,2167,2,0.7333,California,Lake Forest,CA,33.6469261,-117.6859213,El Toro
10370,Brian Roth,Brian,Roth,OG,2010,2328,2,0.7667,UNLV,Lake Forest,CA,33.6469261,-117.6859213,El Toro
10371,Andrew Burns,Andrew,Burns,WDE,2007,2080,2,0.7222,Southern Miss,Columbiana,AL,33.1781718,-86.6072054,Shelby County
10372,Terrell Johnson,Terrell,Johnson,OLB,2007,2083,2,0.7222,Mississippi State,Gilbertown,AL,31.8770975,-88.3214089,Southern Choctaw
10373,Taylor Henry,Taylor,Henry,SDE,2007,2084,2,0.7222,Oregon State,Valley Village,CA,34.1619724,-118.402431,Campbell Hall School
10374,Chad Keys,Chad,Keys,WR,2007,2092,2,0.7222,UCF,Covington,LA,31.196549,-86.4597236,St. Paul's
10375,Houston Bates,Houston,Bates,ILB,2010,671,3,0.8653,Illinois,Covington,LA,31.196549,-86.4597236,Unknown
10376,Mickey Johnson,Mickey,Johnson,DT,2011,153,4,0.9286,LSU,Covington,LA,31.196549,-86.4597236,Covington
10377,Jermaine Sams,Jermaine,Sams,WR,2011,1596,2,0.7859,SMU,Covington,LA,31.196549,-86.4597236,St. Paul's
10378,Otha Peters,Otha,Peters,OLB,2012,279,4,0.9057,Arkansas,Covington,LA,31.196549,-86.4597236,Covington
10379,Jimmie Blair,Jimmie,Blair,RB,2007,2093,2,0.7222,UAB,Camp Lejeune,NC,34.6835109,-77.34146392,Camp Lejeune
10380,Ben Armer,Ben,Armer,K,2007,2097,2,0.7222,Western Michigan,Jefferson,WI,43.0224668,-88.7673031,Parker
10381,Darren Branch,Darren,Branch,DT,2007,2098,2,0.7222,Bowling Green,Twinsburg,OH,41.3125552,-81.4401129,Twinsburg
10382,Matthew Weller,Matthew,Weller,K,2008,2153,2,0.7,Ohio,Twinsburg,OH,41.3125552,-81.4401129,Twinsburg
10383,Aaron Macer,Aaron,Macer,S,2011,2268,2,0.7333,Ohio,Twinsburg,OH,41.3125552,-81.4401129,Twinsburg
10384,Carmen Messina,Carmen,Messina,RB,2007,2099,2,0.7222,New Mexico,Addison,IL,41.931696,-87.9889556,Addison Trail
10385,Aaron Bagsby,Aaron,Bagsby,S,2007,2100,2,0.7222,Connecticut,Pottstown,PA,40.2452976,-75.6496424,The Hill School
10386,Terrell Chestnut,Terrell,Chestnut,CB,2011,380,3,0.8735,West Virginia,Pottstown,PA,40.2452976,-75.6496424,Pottsgrove
10387,Maika Polamalu,Maika,Polamalu,RB,2011,1623,2,0.7832,N/A,Pottstown,PA,40.2452976,-75.6496424,Pottsgrove
10388,Ryan Brumfield,Ryan,Brumfield,RB,2011,2539,2,0.7333,Eastern Michigan,Pottstown,PA,40.2452976,-75.6496424,Owen J Roberts
10389,Fred Santarelli,Fred,Santarelli,OT,2012,2279,2,0.7667,N/A,Pottstown,PA,40.2452976,-75.6496424,Pottstown
10390,Deni Odofin,Deni,Odofin,OLB,2007,2104,2,0.7222,Akron,Endicott,NY,42.098408,-76.0493684,Union Endicott
10391,Chandler Jones,Chandler,Jones,TE,2008,1723,2,0.7667,Syracuse,Endicott,NY,42.098408,-76.0493684,Union Endicott
10392,Jordan Thomas,Jordan,Thomas,APB,2010,752,3,0.8622,Rutgers,Endicott,NY,42.098408,-76.0493684,Union Endicott
10393,Adam Brockman,Adam,Brockman,WDE,2007,2108,2,0.7222,Eastern Michigan,Lebanon,IN,40.0483744,-86.4691677,Lebanon Senior
10394,Kreg Hunter,Kreg,Hunter,OG,2007,2167,2,0.7222,Ball State,Lebanon,IN,40.0483744,-86.4691677,Lebanon Senior
10395,Julian Carter,Julian,Carter,S,2007,2109,2,0.7222,East Carolina,New Bern,NC,35.1084931,-77.0441143,New Bern
10396,Mike Price,Mike,Price,WR,2009,2263,2,0.7,East Carolina,New Bern,NC,35.1084931,-77.0441143,New Bern
10397,Danny Aiken,Danny,Aiken,LS,2007,2110,2,0.7222,Virginia,Roanoke,VA,37.274532,-79.96020968,Cave Spring
10398,Michael Cole,Michael,Cole,S,2011,982,3,0.8357,Virginia Tech,Roanoke,VA,37.274532,-79.96020968,Cave Spring
10399,Dakota Jackson,Dakota,Jackson,TE,2012,593,3,0.872,Virginia Tech,Roanoke,VA,37.274532,-79.96020968,Northside
10400,Ryan Revia,Ryan,Revia,OT,2012,1998,2,0.7828,East Carolina,Roanoke,VA,37.274532,-79.96020968,Patrick Henry
10401,Derek Gotham,Derek,Gotham,OT,2007,2116,2,0.7222,Eastern Michigan,South Lyon,MI,42.451377,-83.659179,South Lyon
10402,D.J. Emerson,D.J.,Emerson,ATH,2007,2122,2,0.7222,SMU,Brookshire,TX,29.7860643,-95.9510661,Royal
10403,J.D. Jeanes,J.D.,Jeanes,OT,2007,2174,2,0.7222,Tulane,Brookshire,TX,29.7860643,-95.9510661,Royal
